Project Number	Status	URL
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0602392%20%20CLA%20GTU%20Project%20Phase%202/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0507751P0603009/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0603155%20%20CLA%20GTU%20Rectification%20Phase%203
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0603180%20%20CLA%20Yard%20Balanced%20Machines/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0603243%20%20CLA%20Tertiary%20Bin%202/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0603253%20%20Mesa%20A%20Flood%20Protection/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0603425%20%20Scaffold%20Reduction%20Phase%204/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0603432%20%20Cape%20Lambert%20Axle%20Counters/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061388/P0603665%20%20Mesa%20A%20Conveyor%20Spillage%20Remediation%20Wor/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060613/P0604062%20%20Mesa%20J%20MEM%20Water%20Network%20Upgrade/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061311/P0604063%20%20Mesa%20AJ%20Intertrip%20and%20Gas%20Suppression/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0604090
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0604146%20%20WAN%20Switchboards%20End%20of%20Life/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060208/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0604167%20%20WAN%20Fire%20Water_Pot%20Water%20Network%20Sep/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061635/P0604195%20%20Rail%20Response%20Hub%20Upgrade%20%20RO%20WAN
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0604256/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060611/P0604299%20%20Mesa%20J%20TLO%20Switchroom%20Upgrade
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061626/P0604748%20%20WAN%20Wintamarra%20Camp%20Relocation/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0604791/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0604823/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062593/P0604843/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0700964/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060611/P0701002/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0701999HD1%20ROM%20Bins%20Strengthening/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0800051%20%20GD%20Western%20Rail%20Corridor%20WRC
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0800385GD%20MEM%20Workshop%20Extension/Forms/AllItems.aspx?npsAction=createList
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062171/DCRP/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061904/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061926/Marine%20SI%20Program/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062093/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061475/N0001403%20%20Hitachi%20Operator%20Assist/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062264/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5048597/Lists/RTIOSCHub%20Projects%20List/00SCIM%20REQUESTS%20%202Processing%20View.aspx?view=7&q=p%2D0602002
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061440/P0603354%20%20WADCD%20to%20WADA%20Transfer%20line/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060600/P0603661%20%20MESA%20A%20%20SS%20%20MEM%20Fire%20System%20Upgrade/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061480/SitePages/ProjectHome.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061467/P0700574/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0800159Yandi%20Gudai%20Darri/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/N1101621/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0300540/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0300737/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0350836%20%20Fire%20System%20Gas%20Suppression%20Upgrade/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5063275/P0350836Fire%20Systems%20Gaseous%20Suppression%20Phase%201/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0350917/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060918/P0505142
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0505819%20%20PBO%20Belt%20Reeling%20Platforms/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061485/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0507540/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060609/P0507548/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0507772/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062980/P0507786WAN%20CEPS%20surplus%20water%20storage/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5063047/P0507786MDO%20Southern%20WFSF%20Stage%202%20Raise/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060960/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061401/P0507953/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0508433%20%20PBO%20Tramp%20Metal%20Magnet%20CV2%20and%20CV3/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061454/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/GPOProjectDeliveryTeam/P0508537%20%20PBO%20COS%20Tunnel%20Vent_Dust%20Collect/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0508700TP%20STK82%20Rail%20Rectification%20Project/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5063105
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0508859%20%20MGD5%20Diversion%20Drain/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062923#
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0508927/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061288/P0509110/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0509110/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062878/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061727/P0509579/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0509966%20%20426%20MLLHR%20Grade%20Separation%20%20HD1S/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061609/SitePages/Home.aspx#p-0510101-b4-marra-mamba-fixed-plant-upgrades
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0510622/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060611/P0511096B4%20Water%20Conveyance%20Network/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062738/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0512238
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062814/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0513443TP%20AWTP%20LG%20Plant%20Decoupling/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061718/P0601919/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061316/P0602626/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5061395/P0603352/_External%20Collaboration%20Site%20Links?csf=1&web=1&e=un773N
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060611/P0603621
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061388/P0603646/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0603998/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062345/P0604275/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0605118Asset Protection UpgradePhase 1/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0605212
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0605624WAN%20Stockyard%20Water%20Line%20Replacement/Forms/AllItems.aspx?npsAction=createList
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0700960/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0700962/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060596/P0700963
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0700964HD1%20Dewatering%202026/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061520/P0701011/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5063066
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060611/P0701016/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5061520/P0701382/_External%20Collaboration%20Site%20Links?csf=1&web=1&e=AaBKwN
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5061520/P0701393/_External%20Collaboration%20Site%20Links?csf=1&web=1&e=gmftaX
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062933/P0701393HD4%20Early%20Tonnes/Forms/AllItems.aspx
	NOT A SHAREPOINT SITE	https://riotinto.sharepoint.comhttps://teams.microsoft.com/l/channel/19%3AlR9nRMQJ5zriSonHxnqO02XMkYQAaMRT3vaOxnMLl7A1%40thread.tacv2/P-0701393-HD4%20Collaboration%20with%20Milton%20Futures?groupId=1d5e5dae-bea9-4889-8a82-d7087173986e&tenantId=4341df80-fbe6-41bf-89b0-e6e2379c9c23
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061703/P0701393HD4%20Early%20Tonnes/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5063034/P0701393HD4%20Early%20Tonnes/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0701443
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0800159%20%20GD%20Warrie%20Development/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061440/P0800159GD%20Warrie%20Project%20Development/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062338
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062528/P0800174/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062198/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060554/P0800320/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0800382GD%20Belele%20Development/Forms/AllItems.aspx?npsAction=createList
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062434/C0505411/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062498/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061408/P0300713MLGD%20Water%20Shadow%20Drainage/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062382/N1102157Bakers Hill Stage 2/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062448/P0300505/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5033474/Shared%20Documents/P-0300505%20-%20Extra%20MFS%20Wagons/_Links%20to%20External%20Collaboration%20Sites?csf=1&web=1&e=qStN4J
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060555/P0300713MLGD%20Water%20Shadow%20Drainage/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061408/P0300713MLGD%20Water%20Shadow%20Drainage/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062488/P0300719/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062732/P0300719/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061408/P0300741/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062435/P0350792/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061584
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062818/P0504885/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0504886PBO%20SI%20Remediation%20P3/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5061610/P0506287%20%20B4%20ANFO%20Facility%20Relocation/_External%20Collaboration%20Site%20Links?csf=1&web=1&e=na2EpL
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061609/P0506287Liberty%20Industrial/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062993/P0507253Jerriwah Village Expansion/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062713/Byblos%20Group/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062713/P0507253Austral/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060656/P0507467/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061727/P0507631%20%20Yandi%20SI%20Remediation%20%20Phase%20III
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061077/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060890/P0507921/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0508150%20%20GCP3000%20LX%20Upgrade%20%20Phase%202/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/RoadTrain/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062311/P0508316/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5061518/P0508368/_External%20Collaboration%20Site%20Links?csf=1&web=1&e=16IUdg
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061839/P0508369/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062124/P0508503
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0508537PBO%20COS%20Tunnels%20Dust%20Collector%20Ventilation%20Proj/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062575/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061389/P0508663
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062348/P0508709/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5063000/P0508792GBO%20Bulk%20Substation%20Upgrade%20%20Transformer%20Supply/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060293/P0508816/Forms/AllItems.aspx
	404 NOT FOUND	https://riotinto.sharepoint.com/sites/5060714/External%20Collaboration/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5033474/Shared%20Documents/P-0509283%207%20Mile%20Transformer%20and%20DB%20Replacement/_Links%20to%20External%20Collaboration%20Sites?csf=1&web=1&e=QsW5iG
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062311/P0509309/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5061468/P0509338/_External%20Collaboration%20Site%20Links?csf=1&web=1&e=aq40es
	ACCESSIBLE	https://riotinto.sharepoint.com/:f:/r/sites/5033474/Shared%20Documents/P-0509392%20TP%20Bridge%201018%20Impact%20Mitigation?csf=1&web=1&e=xNLklS
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060208/Lumina%20Design%20Consultants/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061609/P0510032IMC%20PKKPE%20JV/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0510052%20%20Tom%20Price%20GCP3000%20LX%20Upgrade%20%20Phase%203/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062163/P0510089
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062121/P0510125/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061635/P0510209%20%20Rail%20Response%20Hub%20Upgrade%20%20HI%20HD1%20Emu%20B4
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061635/P0510210%20%20Rail%20Response%20Hub%20Upgrade%20%20HI%20Rosella
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062541/P0510616/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5062785/P0511021/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060641/P0511235/Forms/AllItems.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5060208/SitePages/Home.aspx
	ACCESSIBLE	https://riotinto.sharepoint.com/sites/5061570/P0511029/Forms/AllItems.aspx
